,Date,User,XP,Event
0,1-5-2021,3096,50,NPCAttack
1,1-5-2021,3096,50,NPCIteraction
2,1-5-2021,3096,50,MapAreaVisit
3,1-5-2021,3096,50,BountyHunt
4,1-5-2021,3096,50,NPCIteraction
5,1-5-2021,3096,50,Loot
6,1-5-2021,3096,50,MapAreaLeave
7,1-5-2021,3096,50,EnterZone
8,1-5-2021,3096,50,NPCAttack
9,1-5-2021,3096,50,KillNPC
10,1-5-2021,3096,50,LeaveZone
11,1-5-2021,3096,50,Loot
12,1-5-2021,3096,50,KillNPC
13,1-5-2021,3096,50,MapAreaVisit
14,1-5-2021,3096,50,EnterZone
15,1-5-2021,3096,50,LeaveZone
16,1-5-2021,3096,50,MapAreaLeave
17,1-5-2021,3096,50,MapAreaVisit
18,1-5-2021,3096,50,EnterZone
19,1-5-2021,3096,50,MapAreaVisit
20,1-5-2021,3096,50,EnterZone
21,1-5-2021,3096,50,NPCIteraction
22,1-5-2021,3096,50,Travel
23,1-5-2021,3096,50,LeaveZone
24,1-5-2021,3096,50,MapAreaLeave
25,1-5-2021,3096,50,KillNPC
26,1-5-2021,3096,50,NPCAttack
27,1-5-2021,3096,50,Loot
28,1-5-2021,3096,50,BountyHunt
29,1-5-2021,3096,50,MapAreaVisit
30,1-5-2021,3096,50,LeaveZone
31,1-5-2021,3096,50,EnterZone
32,1-5-2021,3096,50,NPCIteraction
33,1-5-2021,3096,50,NPCAttack
34,1-5-2021,3096,50,MapAreaLeave
35,1-5-2021,3096,50,MapAreaLeave
36,1-5-2021,3096,50,Travel
37,1-5-2021,3096,50,KillNPC
38,1-5-2021,3096,50,MapAreaVisit
39,1-5-2021,3096,50,MapAreaVisit
40,1-5-2021,3096,50,EnterZone
41,1-5-2021,3096,50,NPCIteraction
42,1-5-2021,3096,50,Travel
43,1-5-2021,3096,50,LeaveZone
44,1-5-2021,3096,50,MapAreaLeave
45,1-5-2021,3096,50,Travel
46,1-5-2021,3096,50,MapAreaVisit
47,1-5-2021,3096,50,EnterZone
48,1-5-2021,3096,50,NPCIteraction
49,1-5-2021,3096,50,Travel
50,1-5-2021,3096,50,LeaveZone
51,1-5-2021,3096,50,MapAreaLeave
52,1-5-2021,3096,50,NPCIteraction
53,1-5-2021,3096,50,Travel
54,1-5-2021,3096,50,LeaveZone
55,1-5-2021,3096,50,MapAreaLeave
56,1-5-2021,3096,50,NPCAttack
57,1-5-2021,3096,50,NPCAttack
58,1-5-2021,3096,50,NPCIteraction
59,1-5-2021,3096,50,LeaveZone
60,1-5-2021,3096,50,TargetNPC
61,1-5-2021,3096,50,EnterZone
62,1-5-2021,3096,50,MapAreaVisit
63,1-5-2021,3096,50,EnterZone
64,1-5-2021,3096,50,NPCIteraction
65,1-5-2021,3096,50,Travel
66,1-5-2021,3096,50,MapAreaVisit
67,1-5-2021,3096,50,EnterZone
68,1-5-2021,3096,50,NPCIteraction
69,1-5-2021,3096,50,Travel
70,1-5-2021,3096,50,LeaveZone
71,1-5-2021,3096,50,MapAreaLeave
72,1-5-2021,3096,50,NPCIteraction
73,1-5-2021,3096,50,NPCAttack
74,1-5-2021,3096,50,MapAreaLeave
75,1-5-2021,3096,50,Travel
76,1-5-2021,3096,50,NPCIteraction
77,1-5-2021,3096,50,KillNPC
78,1-5-2021,3096,50,Loot
79,1-5-2021,3096,50,Loot
80,1-5-2021,3096,50,MapAreaVisit
81,1-5-2021,3096,50,EnterZone
82,1-5-2021,3096,50,NPCIteraction
83,1-5-2021,3096,50,Travel
84,1-5-2021,3096,50,LeaveZone
85,1-5-2021,3096,50,MapAreaLeave
86,1-5-2021,3096,50,EnterZone
87,1-5-2021,3096,50,MapAreaVisit
88,1-5-2021,3096,50,MapAreaVisit
89,1-5-2021,3096,50,MapAreaVisit
90,1-5-2021,3096,50,EnterZone
91,1-5-2021,3096,50,NPCIteraction
92,1-5-2021,3096,50,Travel
93,1-5-2021,3096,50,LeaveZone
94,1-5-2021,3096,50,MapAreaLeave
95,1-5-2021,3096,50,MapAreaLeave
96,1-5-2021,3096,50,BountyHunt
97,1-5-2021,3096,50,BountyHunt
98,1-5-2021,3096,50,NPCIteraction
99,1-5-2021,3096,50,NPCAttack
